"ID","SIRE","DAM","SEX","GEN","PA","MS","E","P"
30,0,0,"m",0,0,1.64308343866184,-4.06594379148772,43.4007308167523
31,0,0,"m",0,0,-2.00200995181777,-9.62616587011989,34.1954153476405
32,0,0,"m",0,0,0.0241437655378593,-7.35597307421555,38.4917618609005
33,0,0,"m",0,0,-5.7609485760519,4.00194735129536,44.0645899448217
34,0,0,"m",0,0,0.011906496364685,-3.0064777683397,42.8290198976032
35,0,0,"m",0,0,2.07423530748539,-4.16781481977319,43.7300116572904
36,0,0,"m",0,0,0.0307594175148805,4.49679366589664,50.3511442529897
37,0,0,"m",0,0,1.49046532699504,-15.8162891241874,31.4977673723858
38,0,0,"m",0,0,0.226811829046963,-7.14288545486312,38.907517543762
39,0,0,"m",0,0,0.211733652395337,-8.3172378783932,37.7180869435803
40,0,0,"m",0,0,-1.70926204100255,-1.01356392546013,43.1007652031155
41,0,0,"m",0,0,-2.67656892765026,11.4598822087418,54.6069044506698
42,0,0,"m",0,0,-1.22484618882811,0.887938422739855,45.4866834034899
43,0,0,"m",0,0,0.323633694600458,6.15720394979621,52.3044288139749
44,0,0,"m",0,0,-0.180662171857179,13.247450538461,58.890379536182
45,0,0,"m",0,0,-0.874514630496207,-5.04770527149654,39.9013712675854
46,0,0,"m",0,0,4.27176504294357,4.06105315858306,54.1564093711048
47,0,0,"m",0,0,-6.02473796277422,0.0113264580868236,39.8101796648908
48,0,0,"m",0,0,-1.54366710750365,-1.53321713757137,42.7467069245032
49,0,0,"m",0,0,-0.32328254667721,-6.12914990082564,39.3711587220754
50,0,0,"m",0,0,0.45505505847633,5.36074834711304,51.6393945751676
51,0,0,"m",0,0,-4.99826914887919,-2.36023889464111,38.4650831260579
52,0,0,"m",0,0,1.5152794012842,3.28348068038992,50.6223512512523
53,0,0,"m",0,0,-1.93911634677511,-0.598488053269135,43.2859867695339
54,0,0,"m",0,0,3.57117253553223,0.318101902528305,49.7128656076387
55,0,0,"m",0,0,0.418994678419405,-2.7884654475345,43.4541204004631
56,0,0,"m",0,0,-3.81235327290795,-4.92108508585101,37.0901528108192
57,0,0,"m",0,0,3.65577330976731,-4.73301738663005,44.7463470927155
58,0,0,"m",0,0,-2.94804559493753,2.09257651624738,44.968122090888
59,0,0,"m",0,0,0.0950772806844969,1.74156407419368,47.6602325244564
60,0,0,"m",0,0,-0.208442151305513,-2.72081728114962,42.8943317371231
61,0,0,"m",0,0,-2.53676980618555,4.01637765154318,47.3031990149358
62,0,0,"m",0,0,6.06797385754244,1.0691222447958,52.9606872719164
63,0,0,"m",0,0,2.10235443864143,3.19368104275826,51.1196266509779
64,0,0,"m",0,0,-3.02310397121369,9.05065187927007,51.8511390776346
65,0,0,"m",0,0,1.88396038828925,2.07503184910335,49.7825834069708
66,0,0,"m",0,0,5.59781649259335,-10.9614726769587,40.4599349852128
67,0,0,"m",0,0,0.89352613464732,-2.44947176879581,44.2676455354297
68,0,0,"m",0,0,1.1761421718143,-11.5305430322913,35.4691903091012
69,0,0,"m",0,0,5.0600446090921,2.72735858329699,53.6109943619673
70,0,0,"m",0,0,-2.1236805977996,7.11431247373577,50.8142230455144
71,0,0,"m",0,0,-0.654828198311807,0.566410842746863,45.7351738140133
72,0,0,"m",0,0,0.817733628542435,0.289883583720549,46.9312083818412
73,0,0,"m",0,0,0.981274498273803,0.074051069185874,46.8789167370379
74,0,0,"m",0,0,1.99839060612479,2.41755317839049,50.2395349540935
75,0,0,"m",0,0,-1.92075628607571,6.76459529398367,50.6674301774861
76,0,0,"m",0,0,-1.60692213299783,-4.46896455470661,39.7477044818738
77,0,0,"m",0,0,-1.50864145502442,7.01808472302594,51.3330344375797
78,0,0,"m",0,0,-3.50118214114118,-7.23057423153481,35.0918347969022
79,0,0,"m",0,0,-0.797542113511541,2.69402330733828,47.7200723634049
80,0,0,"m",0,0,-1.89988272682378,-0.890963537192124,43.0327449055623
81,0,0,"m",0,0,1.73895929191281,2.44931928399413,50.0118697454851
82,0,0,"m",0,0,7.71050440323049,0.460801284786069,53.9948968575948
83,0,0,"m",0,0,3.18644924331034,0.232410039995317,49.2424504528838
84,0,0,"m",0,0,0.542090449262905,5.17051652734591,51.536198146187
85,0,0,"m",0,0,0.957190922926272,1.3755115807461,48.1562936732506
86,0,0,"m",0,0,0.338428737644012,-3.11405109396706,43.0479688132551
87,0,0,"m",0,0,2.20420090383374,-8.17914429583351,39.8486477775784
88,0,0,"m",0,0,-0.0043127542920217,5.0240135230941,50.8432919383803
89,0,0,"m",0,0,-3.45154371833545,5.76778917433186,48.1398366255746
90,0,0,"m",0,0,-0.213337254803957,3.28257440632271,48.8928283210969
91,0,0,"m",0,0,-5.76856571023121,-0.562472969540858,39.4925524898061
92,0,0,"m",0,0,0.666621312585415,-2.73683868815552,43.7533737940081
93,0,0,"m",0,0,-0.964649847237173,-6.25879633721575,38.6001449851253
94,0,0,"m",0,0,0.408180888254008,7.6382997614662,53.8700718192984
95,0,0,"m",0,0,1.57784229968585,2.39456393998527,49.7959974092493
96,0,0,"m",0,0,-0.893951190927577,0.369423884448636,45.2990638630992
97,0,0,"m",0,0,-1.31011710445962,-4.8316966685245,39.6817773965941
98,0,0,"m",0,0,-3.16076878358707,0.828089640504087,43.4909120264952
99,0,0,"m",0,0,4.40325783634247,0.787785256697228,51.0146342626179
100,0,0,"m",0,0,3.45668953110246,2.77971685014714,52.0599975508278
101,0,0,"m",0,0,3.33632500107667,-0.43518611512193,48.7247300555329
102,0,0,"m",0,0,0.227881313771491,-5.06762748626112,40.9838449970886
103,0,0,"m",0,0,-2.04869292082829,3.76240680844514,47.537305057195
104,0,0,"m",0,0,0.789751541229047,-0.380819958605272,46.232522752202
105,0,0,"m",0,0,-1.5984534695833,-12.5233651471441,31.7017725528508
106,0,0,"m",0,0,0.0877845088098687,7.56605562826629,53.4774313066544
107,0,0,"m",0,0,3.57663460181289,9.09750036790131,58.4977261392924
108,0,0,"m",0,0,0.294477205125764,4.15541116430726,50.2734795390112
109,0,0,"m",0,0,-3.27948244393936,3.95606375953032,46.5001724851692
110,0,0,"m",0,0,1.99359642812797,-4.11734636654111,43.6998412311651
111,0,0,"m",0,0,2.42355685605168,6.65623281620826,54.9033808418381
112,0,0,"m",0,0,-4.89142070538911,-8.15338516938949,32.7787852947996
113,0,0,"m",0,0,-1.12955230907794,1.11134570591757,45.8053845664178
114,0,0,"m",0,0,5.15524770403249,-8.90599600804491,42.0728428655658
115,0,0,"m",0,0,1.62359386940859,-0.304396802412523,47.1427882365743
116,0,0,"m",0,0,0.760723919674988,-5.98455552583457,40.5997595634186
117,0,0,"m",0,0,-5.03394592351358,13.2561732789675,54.0458185250321
118,0,0,"m",0,0,3.64798619745078,-10.2056869087128,39.2658904583162
119,0,0,"m",0,0,1.91277640489942,6.48542865257112,54.2217962270487
120,0,0,"m",0,0,-2.88164631307938,-10.2778478301841,32.6640970263147
121,0,0,"m",0,0,-1.37012838592383,-0.299620508887132,44.1538422747672
122,0,0,"m",0,0,5.04614077702105,-2.51143502294907,48.3582969236502
123,0,0,"m",0,0,3.40332131151335,-3.06033980140503,46.1665726796865
124,0,0,"m",0,0,-2.01388890430613,4.06003822387381,47.8697404891459
125,0,0,"m",0,0,-4.26026271734983,2.61678246854077,44.1801109207691
126,0,0,"m",0,0,1.88913651222455,1.61922079894822,49.331948480751
127,0,0,"m",0,0,0.705026878902932,1.51058368834551,48.0392017368266
128,0,0,"m",0,0,-1.26307640411017,7.90004348148991,52.4605582469579
129,0,0,"m",0,0,-1.78436347101729,-0.932046621722334,43.1071810768386
130,0,0,"m",0,0,3.45641106709283,4.99027243029795,54.270274666969
131,0,0,"m",0,0,-5.36692848476599,-3.27807008843762,37.1785925963746
132,0,0,"m",0,0,-3.50868563655216,-4.6623373748629,37.6525681581631
133,0,0,"m",0,0,-1.68374766365098,-3.10979321187405,41.0300502940532
134,0,0,"m",0,0,-1.17169471719211,9.59262207845773,54.2445185308438
135,0,0,"m",0,0,-3.21534322161362,-2.5217411403395,40.0865068076251
136,0,0,"f",0,0,0.293031832169228,-2.02306645753431,44.0935565442131
137,0,0,"f",0,0,6.43586620373898,10.3311844777825,62.5906418510996
138,0,0,"f",0,0,0.963165797851935,-7.48247954126605,39.3042774261641
139,0,0,"f",0,0,-1.07858764669434,1.16085307454492,45.9058565974288
140,0,0,"f",0,0,1.29851572915836,-7.29482590851193,39.8272809902246
141,0,0,"f",0,0,0.361548417643282,-0.0912643949032338,46.0938751923182
142,0,0,"f",0,0,2.72267926291106,2.67091460853856,51.2171850410278
143,0,0,"f",0,0,0.471469870353757,12.7764391995126,59.0715002394446
144,0,0,"f",0,0,1.96553751800956,-10.6202760978095,37.1688525897783
145,0,0,"f",0,0,2.14719035475765,5.9740129766412,53.944794500977
146,0,0,"f",0,0,-2.93165692230266,2.60436661495587,45.4963008622314
147,0,0,"f",0,0,-2.29380631993513,-7.76801655358538,35.7617682960577
148,0,0,"f",0,0,-0.421991889169157,1.0296606722184,46.4312599526274
149,0,0,"f",0,0,-1.21676568402991,1.68690210574948,46.2937275912978
150,0,0,"f",0,0,-2.63931499562336,-5.4600306876528,37.724245486302
151,0,0,"f",0,0,3.29661331021104,-3.09529564994146,46.0249088298478
152,0,0,"f",0,0,1.33914580911494,-7.73316116238107,39.4295758163121
153,0,0,"f",0,0,-0.114933165051259,2.07856220490785,47.7872202094348
154,0,0,"f",0,0,1.11414498432117,3.34695586561458,50.2846920195139
155,0,0,"f",0,0,-4.92267645976663,-3.77143733590154,37.12947737391
156,0,0,"f",0,0,4.44206663073641,4.86560365352674,55.1312614538413
157,0,0,"f",0,0,-1.30361733419658,-11.6463025567984,32.8736712785832
158,0,0,"f",0,0,-5.75874672553755,6.02463464984356,46.0894790938842
159,0,0,"f",0,0,1.78667510950652,7.80970544439826,55.419971723483
160,0,0,"f",0,0,-0.654498980702597,0.0651171779518396,45.2342093668274
161,0,0,"f",0,0,4.26525890794364,-1.51770110395999,48.5711489735618
162,0,0,"f",0,0,3.3314201157518,-3.26009332493854,45.8949179603914
163,0,0,"f",0,0,-1.01955569259804,-3.83569320883069,40.9683422681495
164,0,0,"f",0,0,2.92711377528451,8.19002177885096,56.9407267237137
165,0,0,"f",0,0,-0.437321974029741,-3.448663862442,41.9376053331064
166,0,0,"f",0,0,-0.917362643290691,-5.14353319519012,39.7626953310974
167,0,0,"f",0,0,2.27956230372949,-6.22703597743463,41.8761174958731
168,0,0,"f",0,0,0.673059219817428,7.04745446204877,53.5441048514444
169,0,0,"f",0,0,3.58835377355996,7.88389076519504,57.2958357083332
170,0,0,"f",0,0,-4.89232525738789,-2.5339513030065,38.3973146091838
171,0,0,"f",0,0,-5.65917546744307,3.34772455660309,43.5121402587382
172,0,0,"f",0,0,0.485132960525133,8.02527738798101,54.3340015180843
173,0,0,"f",0,0,-2.82488934327774,-4.14896317258306,38.8497386537174
174,0,0,"f",0,0,0.956259887665049,-4.69006941026629,42.089781646977
175,0,0,"f",0,0,-2.91667765021119,7.1744598251135,50.0813733444805
176,0,0,"f",0,0,2.06934718567511,-0.664091833071577,47.2288465221817
177,0,0,"f",0,0,0.326808091350121,-4.38164755515442,41.7687517057739
178,0,0,"f",0,0,-3.24076438987135,-12.311575723108,30.2712510565988
179,0,0,"f",0,0,1.27170934967059,-3.03538231630121,44.0599182029476
180,0,0,"f",0,0,4.92220922787354,2.56538026622815,53.3111806636799
181,0,0,"f",0,0,2.52924645062951,4.85751262629252,53.2103502465002
182,0,0,"f",0,0,2.88163391336275,-5.31484786985426,43.3903772130867
183,0,0,"f",0,0,-2.59269448415214,1.6853357411052,44.9162324265313
184,0,0,"f",0,0,-3.64584910549693,-7.22923491616542,34.9485071479158
185,0,0,"f",0,0,-0.764189833241307,-4.99302847148542,40.0663728648515
186,0,0,"f",0,0,-0.37197635786166,-1.08399534346826,44.3676194682483
187,0,0,"f",0,0,6.43956604592508,-7.84723793363932,44.415919281864
188,0,0,"f",0,0,2.94058715814697,3.22330717966355,51.9874855073887
189,0,0,"f",0,0,-3.62399799060874,10.5198412131013,52.7194343920708
190,0,0,"f",0,0,-1.79828757294738,-0.45799923622228,43.5673043604085
191,0,0,"f",0,0,-1.73827184719859,-0.304244004210126,43.7810753181695
192,0,0,"f",0,0,0.452351282512745,0.409561256061831,46.6855037081528
193,0,0,"f",0,0,-4.92646463901931,2.86912032511332,43.7662468556722
194,0,0,"f",0,0,-1.14161485447359,1.26134816500362,45.9433244801082
195,0,0,"f",0,0,3.64465811995042,4.3641305804735,53.8323798700021
196,0,0,"f",0,0,-2.35152655796489,0.148919456633068,43.6209840682464
197,0,0,"f",0,0,-5.18475248823549,-6.56933120260439,34.0695074787383
198,0,0,"f",0,0,-2.51158839035218,-5.89466615431617,37.4173366249098
199,0,0,"f",0,0,1.76005767755426,6.90552239906087,54.4891712461933
200,0,0,"f",0,0,0.710286957577469,-4.04739405824193,42.4864840689137
201,0,0,"f",0,0,3.00064599904655,1.0613143247349,49.8855514933596
202,0,0,"f",0,0,0.0234603521522658,2.69100930200765,48.5380608237381
203,0,0,"f",0,0,2.34961389720641,11.6686800013448,59.8418850681294
204,0,0,"f",0,0,5.15812740007594,5.99379299010582,56.97551155976
205,0,0,"f",0,0,-2.76399158579831,-10.2466750248445,32.8129245589353
206,0,0,"f",0,0,4.40970760262061,-10.7936602250972,39.4396385471016
207,0,0,"f",0,0,-0.236253052146615,-15.9339617267548,29.6533763906768
208,0,0,"f",0,0,-1.58770424089327,-9.44808583056455,34.7878010981204
209,0,0,"f",0,0,-0.688564456495358,-1.69042943088607,43.4445972821968
210,0,0,"f",0,0,-0.69971237419381,4.18020187734554,49.3040806727299
211,0,0,"f",0,0,-3.0393211737592,-7.16812024005953,35.6161497557595
212,0,0,"f",0,0,-1.55432240999342,-3.89061990996681,40.378648849618
213,0,0,"f",0,0,2.98296997538675,0.188191734436638,48.9947528794016
214,0,0,"f",0,0,0.712360857660211,4.25329329161401,50.7892453188524
215,0,0,"f",0,0,-1.40531721868476,-0.942375315146277,43.4758986357472
216,0,0,"f",0,0,-3.46950274501742,-1.40477503146991,40.9493133930909
217,0,0,"f",0,0,5.54006550032085,6.01577695835427,57.3794336282533
218,0,0,"f",0,0,0.2140046501178,-3.38494403852889,42.6526517811671
219,0,0,"f",0,0,-1.55740006283432,5.87415260291199,50.1403437096559
220,0,0,"f",0,0,-2.16416710238861,-2.27778339850241,41.3816406686872
221,0,0,"f",0,0,-2.82417792533015,7.20705735795996,50.206470602208
222,0,0,"f",0,0,3.38124787218094,2.33875151998053,51.5435905617397
223,0,0,"f",0,0,-3.01305570957174,-1.98612326308151,40.824412196925
224,0,0,"f",0,0,6.12894624933386,8.39215845645478,60.3446958753668
225,0,0,"f",0,0,-3.73610360300605,-5.18774698077268,36.8997405857995
226,0,0,"f",0,0,-1.94868389873676,-4.60465508434102,39.2702521865004
227,0,0,"f",0,0,-1.36306309412174,3.09051657427552,47.551044649732
228,0,0,"f",0,0,2.91900581167888,5.08011989160444,53.8227168728615
229,0,0,"f",0,0,1.92069985529221,0.144887104337488,47.8891781292079
230,0,0,"f",0,0,-1.59762110190935,2.33492944768553,46.5608995153544
231,0,0,"f",0,0,-3.98249895602712,2.31009478824515,44.1511870017962
232,0,0,"f",0,0,-3.30417308221471,-1.36103477051294,41.1583833168505
233,0,0,"f",0,0,0.159049864033868,-6.71539494188379,39.2672460917283
234,0,0,"f",0,0,-4.19074855486092,-3.88407523801253,37.7487673767047
235,0,0,"f",0,0,3.50498474960978,11.3199485929908,60.6485245121787
236,0,0,"f",0,0,6.69901667453275,-9.7452343186189,42.777373525492
237,0,0,"f",0,0,-2.34470922202701,-1.70133940754996,41.7775425400012
238,0,0,"f",0,0,-5.70624728009655,-9.23930842716604,30.8780354623156
239,0,0,"f",0,0,3.73560143365744,-3.64012815899166,45.919064444244
240,0,0,"f",0,0,-1.8709824701243,18.252376637816,62.2049853372699
241,0,0,"f",0,0,0.739126460288171,-11.020241857081,35.5424757727853
242,0,0,"f",0,0,-3.88110183597707,0.208220001430797,42.1507093350319
243,0,0,"f",0,0,-1.27523907426535,-1.8108999081904,42.7374521871225
244,0,0,"f",0,0,1.25947875013534,1.42047144060766,48.5035413603212
245,0,0,"f",0,0,-3.60684438047685,8.88465812039317,51.1014049094945
246,0,0,"f",0,0,3.97602487334942,-2.76879135982975,47.0308246830979
247,0,0,"f",0,0,-1.45348981767578,1.02415964568753,45.3942609975899
248,0,0,"f",0,0,-1.31173120026461,1.637790940895,46.1496509102086
249,0,0,"f",0,0,4.70880401041645,2.37146611200454,52.9038612919992
250,0,0,"f",0,0,2.13229181302342,0.77714100241002,48.7330239850116
251,0,0,"f",0,0,2.5495219706614,-1.48003547118522,46.8930776690544
252,0,0,"f",0,0,-5.05777546027398,0.681573492602455,41.4473892019067
253,0,0,"f",0,0,-2.79270466673588,6.42520974719988,49.4560962500422
254,0,0,"f",0,0,0.636368773381005,1.49788879948793,47.9578487424471
255,0,0,"f",0,0,-1.78745407683079,0.0286299279690449,44.0647670207165
256,0,0,"f",0,0,1.59433914631043,5.60370091322266,53.0216312291113
257,0,0,"f",0,0,1.86972637915428,-2.36896366346516,45.3243538852673
258,0,0,"f",0,0,-3.66887679155037,0.180267117773517,42.3349814958013
259,0,0,"f",0,0,-0.106311106608408,0.729548790201575,46.4468288531714
260,0,0,"f",0,0,0.2787060275008,3.09610087466335,49.1983980717423
261,0,0,"f",0,0,0.520950869327963,7.86533981411105,54.2098818530172
262,0,0,"f",0,0,-2.72940438240501,-14.6069053245547,28.4872814626185
263,0,0,"f",0,0,-1.82713247634616,12.1689788688491,56.1654375620812
264,0,0,"f",0,0,-1.15292336063178,-9.21281428976171,35.4578535191847
265,0,0,"f",0,0,3.81755663365154,9.22739938635501,58.8685471895847
266,0,0,"f",0,0,-0.0955416258452635,-0.726926045134549,45.0011234985984
267,0,0,"f",0,0,2.32483362857107,-3.78664881803887,44.3617759801104
268,0,0,"f",0,0,-5.43926648261378,-6.58130845479388,33.8030162321705
269,0,0,"f",0,0,0.856455161120541,2.00981130880189,48.6898576395006
270,0,0,"f",0,0,-3.82329559542752,1.35987995870087,43.3601755328515
271,1,148,"f",1,1.94291036792138,-0.950200932385477,-0.504269603846643,46.3120310012675
272,2,148,"m",1,-0.581667471290544,0.432810460985468,7.11900410687623,52.7937382661493
273,3,161,"f",1,1.56529455530183,-0.532196508547763,15.709418015212,62.5661072315443
274,4,161,"f",1,2.99599238722225,-3.35267094206065,1.08087189089539,46.5477845056352
275,5,168,"m",1,-0.310434726343218,-0.198102765888171,-4.13690892513475,41.1781447522121
276,6,168,"m",1,0.348953407993018,1.27565885244358,8.28093163617878,55.7291350661936
277,7,256,"f",1,2.52288407816041,-0.469669454031826,-0.274292039952489,47.6025137537543
278,8,256,"f",1,1.41535735501067,-2.58219987554753,-1.88894202059475,42.7678066284466
279,9,198,"m",1,0.0741784434875834,-3.24137859137914,3.93431725281417,46.5907082745008
280,10,198,"m",1,-0.00678515238244426,-0.0415717781847883,-7.57832057160817,38.1969136674028
281,11,193,"m",1,-2.59764848019103,-2.31038785811203,-2.86806401924065,38.0474908120345
282,12,193,"m",1,-3.67814628686058,1.7866243210421,2.65897783276342,46.5910470365231
283,13,264,"m",1,-1.80795635107937,-2.50100008699822,3.07723979900824,44.5918745305089
284,14,264,"m",1,0.922427530390086,-2.44740536555422,0.817748951612913,45.116362286027
285,15,188,"f",1,1.26737697890855,0.0195815699743085,1.43471286965862,48.5452625881197
286,16,188,"m",1,1.52411794648962,-3.32424450022755,14.6374137374376,58.6608783532779
287,17,179,"f",1,-2.68087868477889,-1.56381011110919,-5.57909444038056,35.9998079333095
288,18,179,"f",1,1.32453700794265,1.79208456743357,2.92012620603439,51.8603389509888
289,19,216,"m",1,-2.5476002014878,-0.720095763869691,-0.942422596390345,41.6134726078304
290,20,216,"f",1,0.0144037141107209,0.20067293093474,0.0499214892032534,46.0885893038269
291,21,241,"m",1,-2.4217433965342,-0.546069823328464,1.56949194194579,44.4252698916613
292,22,241,"m",1,2.14999654784993,1.68085859684881,3.3880706268473,53.0425169411242
293,23,242,"m",1,0.0417335607780662,1.55695628408919,-9.09858650217414,38.3236945122713
294,24,242,"f",1,-2.38986041320528,2.83754374100764,10.7409855736592,57.0122600710398
295,25,190,"f",1,-2.26396162819566,2.59005836108198,-4.98104956872847,41.168638333736
296,26,190,"m",1,0.561833035895347,0.682762429725477,-2.35012920399666,44.7180574312024
297,27,215,"f",1,-0.825076360158793,-1.55142479136151,0.718803400421437,44.1658934184793
298,28,215,"m",1,-0.798554528487279,1.91967008717116,-6.4064269113462,40.5382798169159
299,29,221,"m",1,1.33534923461252,0.122789301184905,2.82009518715191,50.1018248925275
300,30,221,"f",1,-0.590547243334154,0.655105418238529,7.44888120024744,53.33703054473
301,31,217,"m",1,1.76902777425154,0.400828182123254,10.9350126731053,58.9284597990583
302,32,217,"f",1,2.78210463292936,-0.542663151434317,-10.4629380887715,37.6000945623017
303,33,253,"f",1,-4.27682662139389,1.72978979472096,4.63689016004751,47.9134445029528
304,34,253,"f",1,-1.3903990851856,-1.65034799732887,-9.58331483537634,33.1995292516874
305,35,262,"m",1,-0.327584537459811,0.476617766549821,-9.35397644643373,36.6186479522345
306,36,262,"f",1,-1.34932248244507,-0.555488763715712,-5.39895494592986,38.5198249774876
307,37,236,"f",1,4.0947410007639,2.45833428449231,-4.48794361616724,47.8887228386672
308,38,236,"f",1,3.46291425178986,2.37630838796066,8.72556812369546,60.3883819330242
309,39,228,"m",1,1.56536973203711,-2.14134241719614,2.00907743598245,47.2566959204016
310,40,228,"f",1,0.604871885338166,-1.28554106038395,-1.46870421298235,43.6742177815501
311,41,199,"m",1,-0.458255625048,2.29769322685378,-0.0502643602332813,47.6127644111507
312,42,199,"f",1,0.267605744363075,-1.65767762349729,-1.16662209391288,43.2668971965311
313,43,176,"m",1,1.19649044013778,-0.730944851792648,-0.348873940432328,45.940262817491
314,44,176,"m",1,0.944342506908964,-1.30935740437088,0.410135569209716,45.868711841326
315,45,254,"f",1,-0.119072928557601,1.34966849960607,-1.88246832674704,45.1717184138796
316,46,254,"f",1,2.45406690816229,-1.55182336203461,-0.259812008331078,46.4660227073748
317,47,235,"m",1,-1.25987660658222,1.76000564008109,1.42264906303476,47.7463692661118
318,48,235,"f",1,0.980658821053065,0.527898498723229,-9.62123777430312,37.7109107150514
319,49,257,"m",1,0.773221916238537,-0.324517942521079,0.750546640661913,47.0228417839576
320,50,257,"f",1,1.16239071881531,-5.78730763922437,6.04896923258521,47.2476434817543
321,51,220,"f",1,-3.5812181256339,1.53082396020996,8.17688791638317,51.9500849205374
322,52,220,"m",1,-0.324443850552204,-2.57619641176807,5.28315250180522,48.2061034090631
323,53,139,"f",1,-1.50885199673473,1.71215920728895,-1.8729501227073,44.1539482574251
324,54,139,"m",1,1.24629244441894,-2.47994225256655,8.33432451814423,52.9242658795748
325,55,268,"f",1,-2.51013590209719,0.0555221178737201,-6.75454167380655,36.6144357115482
326,56,268,"f",1,-4.62580987776087,-1.70012723504952,3.67471028511175,43.1723643418796
327,57,191,"f",1,0.958750731284361,1.40145751753933,-4.329537862773,43.8542615556289
328,58,191,"f",1,-2.34315872106806,-1.2873939565454,-2.97319722734256,39.2198412646222
329,59,210,"f",1,-0.302317546754657,-0.612703723735649,1.15319506167345,46.0617649607613
330,60,210,"f",1,-0.454077262749662,-1.45718651150666,-3.36071670501128,40.5516106903106
331,61,162,"f",1,0.397325154783127,1.72736256586078,3.5616150249472,51.5098939151693
332,62,162,"m",1,4.69969698664712,0.975873239573875,3.40877902854238,54.9079404243416
333,63,245,"m",1,-0.75224497091771,-0.653980858966813,0.563599372541747,44.9809647122354
334,64,245,"f",1,-3.31497417584527,-1.00213869990922,9.10599346920185,50.6124717630256
335,65,233,"f",1,1.02150512616156,1.10996964742008,5.79482816037519,53.749894103535
336,66,233,"m",1,2.87843317831361,-0.921995604858291,0.536802906259452,48.316831649293
337,67,151,"m",1,2.09506972242918,-1.18204002313772,2.35657703798596,49.0931979068556
338,68,151,"f",1,2.23637774101267,2.15353075029347,-8.47130274737883,41.7421969135055
339,69,244,"m",1,3.15976167961372,-0.346073958984815,6.39181121803126,55.0290901082384
340,70,244,"m",1,-0.432100923832129,-1.55949568387467,-6.73452039219827,37.0974741696731
341,71,250,"f",1,0.738731807355808,1.37169010576092,-8.12833978213385,39.8056733005611
342,72,250,"f",1,1.47501272078293,4.14510764134185,0.107703419634063,51.551414951337
343,73,209,"f",1,0.146355020889223,-0.821448666855549,-8.43905339667777,36.7094441269341
344,74,209,"m",1,0.654913074814714,2.31548577204817,-2.53689070028514,46.2570993161559
345,75,258,"f",1,-2.79481653881304,0.702287726070774,-5.97941744382937,37.7516449130066
346,76,258,"f",1,-2.6378994622741,-0.0509817330270955,4.10089070313943,47.2356006774164
347,77,269,"f",1,-0.326093146951938,0.737368778295113,3.70001259033555,49.9348793912569
348,78,269,"f",1,-1.32236349001032,-1.68175177223571,10.8879499378668,53.707425845199
349,79,212,"m",1,-1.17593226175248,-1.58611051955033,0.500166555168489,43.5617149434439
350,80,212,"f",1,-1.7271025684086,1.85371019053595,-6.25328947416975,39.6969093175358
351,81,155,"m",1,-1.59185858392691,-0.788155403323083,-2.70835048098226,40.7352267013459
352,82,155,"m",1,1.39391397173193,1.67968365086614,2.0842780758607,50.981466868037
353,83,205,"m",1,0.211228828756015,1.12675008307714,5.40538601227935,52.5669560936907
