progeny	sire	dam	progeny_fam_ID	sire_fam_ID	dam_fam_ID
202	950	956	989	NA	NA
203	905	948	990	NA	NA
204	922	903	991	NA	NA
205	960	985	992	NA	NA
206	0	0	993	NA	NA
207	0	0	994	NA	NA
208	981	983	995	NA	NA
209	675	957	996	NA	NA
210	711	707	998	NA	NA
211	684	207	999	NA	994
212	726	114	1000	NA	784
213	1002	669	1006	NA	NA
214	925	668	1007	NA	NA
215	925	668	1008	NA	NA
216	984	990	1009	NA	NA
217	982	992	1010	NA	NA
218	871	64	1014	NA	694
219	861	287	1018	NA	1252
220	864	280	1019	NA	1224
221	0	0	1025	NA	NA
222	880	245	1026	NA	1110
223	759	300	1029	NA	1280
224	693	721	1030	NA	NA
225	802	275	1039	NA	1209
226	884	279	1042	NA	1219
227	801	283	1043	NA	1238
228	0	0	1057	NA	NA
229	756	237	1058	NA	1094
230	1021	0	NA	NA	NA
231	0	0	1063	NA	NA
232	0	0	1072	NA	NA
233	1059	304	1073	NA	1288
234	0	0	1074	NA	NA
235	1057	270	1085	NA	1187
236	0	0	1088	NA	NA
237	0	0	1094	NA	NA
238	696	292	1095	NA	1271
239	0	0	1097	NA	NA
240	858	302	1100	NA	1285
241	859	258	1102	NA	1163
242	1062	221	1105	NA	1025
243	879	0	1106	NA	NA
244	1020	0	1108	NA	NA
245	854	269	1110	NA	1184
246	881	282	1111	NA	1234
247	856	312	1114	NA	1302
248	860	231	1117	NA	1063
249	880	245	1118	NA	1110
250	882	28	1120	NA	594
251	746	748	1129	NA	NA
252	877	272	1131	NA	1191
253	885	278	1132	NA	1216
254	878	285	1133	NA	1241
255	857	311	1134	NA	1301
256	855	236	1136	NA	1088
257	0	0	1158	NA	NA
258	866	296	1163	NA	1275
259	867	314	1164	NA	1305
260	759	300	1165	NA	1280
261	1058	297	1166	NA	1276
262	747	309	1167	NA	1297
263	751	325	1168	NA	1332
264	824	292	1179	NA	1271
265	743	303	1180	NA	1286
266	868	293	NA	NA	1272
267	869	301	1182	NA	1282
268	699	305	1183	NA	1290
269	791	299	1184	NA	1278
270	0	0	1187	NA	NA
271	0	0	1190	NA	NA
272	0	0	1191	NA	NA
273	0	0	1193	NA	NA
274	791	259	1208	NA	1164
275	0	0	1209	NA	NA
276	800	251	1210	NA	1129
277	1061	257	1215	NA	1158
278	0	0	1216	NA	NA
279	757	271	1219	NA	1190
280	0	0	1224	NA	NA
281	799	232	1228	NA	1072
282	0	0	1234	NA	NA
283	0	0	1238	NA	NA
284	739	228	1239	NA	1057
285	0	0	1241	NA	NA
286	743	303	1242	NA	1286
287	0	0	1252	NA	NA
288	700	1028	1256	NA	NA
289	720	701	1258	NA	NA
290	0	0	1265	NA	NA
291	739	307	1269	NA	1295
292	0	0	1271	NA	NA
293	760	290	1272	NA	1265
294	719	768	1273	NA	NA
295	785	321	1274	NA	1323
296	696	292	1275	NA	1271
297	827	792	1276	NA	NA
298	834	826	1277	NA	NA
299	0	0	1278	NA	NA
300	0	0	1280	NA	NA
301	0	0	1282	NA	NA
302	0	0	1285	NA	NA
303	0	0	1286	NA	NA
304	0	0	1288	NA	NA
305	0	0	1290	NA	NA
306	0	0	1294	NA	NA
307	0	0	1295	NA	NA
308	0	0	1296	NA	NA
309	0	0	1297	NA	NA
310	782	789	1299	NA	NA
311	767	828	1301	NA	NA
312	764	317	1302	NA	1315
313	834	826	1303	NA	NA
314	852	825	1305	NA	NA
315	739	307	1310	NA	1295
316	700	1028	1314	NA	NA
317	0	0	1315	NA	NA
318	722	772	1319	NA	NA
319	750	704	1320	NA	NA
320	0	0	1321	NA	NA
321	695	334	1323	NA	1356
322	699	704	1326	NA	NA
323	763	716	1327	NA	NA
324	753	0	1331	NA	NA
325	0	0	1332	NA	NA
326	936	640	1335	NA	1945
327	0	0	1336	NA	NA
328	0	0	1338	NA	NA
329	0	0	1339	NA	NA
330	913	899	1341	NA	NA
331	0	0	1343	NA	NA
332	0	0	1345	NA	NA
333	0	0	1351	NA	NA
334	0	0	1356	NA	NA
335	670	682	1363	NA	NA
336	670	682	1364	NA	NA
337	205	680	1365	992	NA
338	710	0	1366	NA	NA
339	710	0	1367	NA	NA
340	0	685	1368	NA	NA
341	1043	1033	1370	NA	NA
342	0	206	1371	NA	993
343	0	0	1376	NA	NA
344	0	0	1380	NA	NA
345	149	193	1381	863	943
346	149	193	1382	863	943
347	679	84	1383	NA	729
348	679	84	1384	NA	729
349	0	0	1385	NA	NA
350	0	0	1386	NA	NA
351	184	208	1388	927	995
352	1040	709	1390	NA	NA
353	147	192	1391	860	941
354	986	189	1441	NA	935
355	140	134	1443	848	833
356	182	162	1444	924	888
357	150	152	1445	864	871
358	1023	137	1447	NA	840
359	138	167	1448	845	897
360	147	136	1449	860	839
361	1065	83	1450	NA	728
362	1052	128	1451	NA	822
363	730	163	1453	NA	892
364	212	347	1454	1000	1383
365	0	0	1456	NA	NA
366	0	0	1462	NA	NA
367	0	0	1464	NA	NA
368	0	0	1466	NA	NA
369	0	0	1467	NA	NA
370	140	134	1468	848	833
371	0	0	1470	NA	NA
372	0	0	1472	NA	NA
373	679	84	1474	NA	729
374	141	156	1475	849	876
375	0	0	1476	NA	NA
376	797	676	1477	NA	NA
377	0	0	1482	NA	NA
378	0	0	1484	NA	NA
379	794	114	1485	NA	784
380	0	0	1486	NA	NA
381	112	777	1487	782	NA
382	755	113	1488	NA	783
383	734	22	1489	NA	576
384	678	174	1490	NA	906
385	0	0	1491	NA	NA
386	0	0	1492	NA	NA
387	0	0	1495	NA	NA
388	0	0	1497	NA	NA
389	0	0	1498	NA	NA
390	0	0	1499	NA	NA
391	0	0	1500	NA	NA
392	0	0	1501	NA	NA
393	0	0	1502	NA	NA
394	557	114	1503	1816	784
395	1024	745	1504	NA	NA
396	0	0	1512	NA	NA
397	0	0	1515	NA	NA
398	0	0	1516	NA	NA
399	0	0	1517	NA	NA
400	0	0	1518	NA	NA
401	1023	1030	1520	NA	NA
402	778	158	1521	NA	878
403	778	158	1522	NA	878
404	1024	356	1523	NA	1444
405	0	0	1531	NA	NA
406	200	195	1532	966	957
407	126	156	1533	816	876
408	374	0	1534	1475	NA
409	369	367	1535	1467	1464
410	805	208	1537	NA	995
411	805	208	1538	NA	995
412	1017	1032	1539	NA	NA
413	148	378	1540	862	1484
414	558	391	1541	1817	1500
415	375	372	1542	1476	1472
416	366	386	1543	1462	1492
417	127	132	1544	817	828
418	123	803	1545	806	NA
419	123	803	1546	806	NA
420	123	803	1547	806	NA
421	379	389	1548	1485	1498
422	0	0	1549	NA	NA
423	0	0	1550	NA	NA
424	0	0	1551	NA	NA
425	0	0	1553	NA	NA
426	0	0	1554	NA	NA
427	1048	120	1555	NA	791
428	780	779	1556	NA	NA
429	811	1035	1557	NA	NA
430	1050	812	1558	NA	NA
431	0	0	1559	NA	NA
432	0	0	1560	NA	NA
433	0	0	1561	NA	NA
434	0	0	1563	NA	NA
435	0	0	1564	NA	NA
436	0	0	1565	NA	NA
437	0	0	1568	NA	NA
438	0	0	1569	NA	NA
439	0	0	1571	NA	NA
440	0	0	1572	NA	NA
441	0	0	1576	NA	NA
442	0	0	1577	NA	NA
443	0	0	1580	NA	NA
444	766	308	1586	NA	1296
445	0	0	1589	NA	NA
446	0	0	1592	NA	NA
447	1047	56	1599	NA	683
448	763	105	1600	NA	769
449	624	745	1601	1911	NA
450	624	745	1602	1911	NA
451	99	807	1603	763	NA
452	1066	388	1604	NA	1497
453	1066	388	1605	NA	1497
454	398	397	1606	1516	1515
455	1024	356	1607	NA	1444
456	822	423	1608	NA	1550
457	1022	422	1609	NA	1549
458	0	821	1610	NA	NA
459	96	821	1611	759	NA
460	175	93	1612	907	751
461	175	93	1613	907	751
462	396	441	1614	1512	1576
463	377	385	1615	1482	1491
464	200	426	1616	966	1554
465	411	421	1617	1538	1548
466	407	445	1618	1533	1589
467	625	762	1619	1912	NA
468	851	503	1620	NA	1689
469	591	526	1621	1866	1742
470	527	506	1622	1751	1699
471	535	513	1623	1769	1710
472	523	531	1633	1723	1759
473	560	32	1635	1819	626
474	810	1036	1642	NA	NA
475	0	0	1654	NA	NA
476	798	234	1658	NA	1074
477	623	574	1661	1910	1837
478	545	521	1662	1779	1721
479	447	498	1663	1599	1684
480	883	239	1664	NA	1097
481	0	0	1665	NA	NA
482	0	0	1666	NA	NA
483	559	462	1667	1818	1614
484	74	61	1669	713	691
485	393	430	1671	1502	1558
486	393	430	1672	1502	1558
487	60	77	1673	690	718
488	60	77	1674	690	718
489	373	511	1675	1474	1707
490	373	511	1676	1474	1707
491	373	511	1677	1474	1707
492	464	432	1678	1616	1560
493	582	54	1679	1857	675
494	384	428	1680	1490	1556
495	1025	481	1681	NA	1665
496	400	356	1682	1518	1444
497	451	356	1683	1603	1444
498	425	415	1684	1553	1542
499	429	440	1685	1557	1572
500	0	434	1686	NA	1563
501	818	0	1687	NA	NA
502	731	840	1688	NA	NA
503	0	0	1689	NA	NA
504	0	0	1693	NA	NA
505	0	0	1695	NA	NA
506	0	0	1699	NA	NA
507	0	0	1700	NA	NA
508	0	0	1701	NA	NA
509	0	0	1702	NA	NA
510	0	0	1706	NA	NA
511	0	0	1707	NA	NA
512	749	787	1708	NA	NA
513	873	776	1710	NA	NA
514	0	0	1711	NA	NA
515	811	1035	1712	NA	NA
516	0	0	1714	NA	NA
517	0	0	1716	NA	NA
518	1060	448	1717	NA	1600
519	570	84	1719	1831	729
520	419	442	1720	1546	1577
521	0	78	1721	NA	719
522	435	426	1722	1564	1554
523	622	847	1723	1909	NA
524	622	847	1724	1909	NA
525	583	68	1725	1858	701
526	0	0	1742	NA	NA
527	400	499	1751	1518	1685
528	623	562	1752	1910	1821
529	1019	399	1753	NA	1517
530	400	499	1754	1518	1685
531	0	0	1759	NA	NA
532	810	1036	1764	NA	NA
533	845	872	1767	NA	NA
534	568	576	1768	1829	1840
535	606	850	1769	1886	NA
536	459	509	1770	1611	1702
537	566	589	1771	1826	1864
538	459	509	1772	1611	1702
539	580	505	1773	1853	1695
540	580	505	1774	1853	1695
541	1026	438	1775	NA	1569
542	553	77	1776	1811	718
543	1025	849	1777	NA	NA
544	579	849	1778	1847	NA
545	492	578	1779	1678	1846
546	454	481	1780	1606	1665
547	492	578	1781	1678	1846
548	563	50	1782	1822	663
549	848	27	1783	NA	591
550	29	603	1808	606	1879
551	0	0	1809	NA	NA
552	0	0	1810	NA	NA
553	456	820	1811	1608	NA
554	1015	1027	1812	NA	NA
555	451	356	1813	1603	1444
556	624	745	1814	1911	NA
557	0	0	1816	NA	NA
558	0	0	1817	NA	NA
559	0	0	1818	NA	NA
560	1016	1031	1819	NA	NA
561	809	771	1820	NA	NA
562	360	371	1821	1449	1470
563	804	819	1822	NA	NA
564	0	0	1823	NA	NA
565	0	0	1824	NA	NA
566	0	0	1826	NA	NA
567	0	0	1827	NA	NA
568	1038	415	1829	NA	1542
569	437	370	1830	1568	1468
570	0	0	1831	NA	NA
571	552	73	1833	1810	711
572	0	433	1835	NA	1561
573	447	439	1836	1599	1571
574	0	0	1837	NA	NA
575	0	0	1838	NA	NA
576	0	0	1840	NA	NA
577	437	370	1845	1568	1468
578	0	0	1846	NA	NA
579	0	0	1847	NA	NA
580	0	0	1853	NA	NA
581	76	75	1854	716	714
582	376	365	1857	1477	1456
583	582	837	1858	1857	NA
584	94	806	1859	757	NA
585	1021	446	1860	NA	1592
586	142	380	1861	850	1486
587	405	368	1862	1531	1466
588	0	0	1863	NA	NA
589	0	0	1864	NA	NA
590	435	516	1865	1564	1714
591	424	564	1866	1551	1823
592	436	517	1867	1565	1716
593	200	426	1868	966	1554
594	508	443	1869	1701	1580
595	419	442	1870	1546	1577
596	863	862	1871	NA	NA
597	732	808	1873	NA	NA
598	567	71	1874	1827	708
599	567	71	1875	1827	708
600	558	588	1876	1817	1863
601	558	588	1877	1817	1863
602	387	365	1878	1495	1456
603	387	365	1879	1495	1456
604	435	426	1880	1564	1554
605	842	815	1882	NA	NA
606	0	0	1886	NA	NA
607	76	75	1893	716	714
608	625	576	1894	1912	1840
609	382	565	1895	1488	1824
610	623	562	1896	1910	1821
611	419	442	1897	1546	1577
612	519	510	1899	1719	1706
613	625	561	1900	1912	1820
614	1026	438	1901	NA	1569
615	1026	438	1902	NA	1569
616	1025	849	1903	NA	NA
617	566	589	1904	1826	1864
618	492	578	1905	1678	1846
619	492	578	1906	1678	1846
620	1025	489	1907	NA	1675
621	504	498	1908	1693	1684
622	0	0	1909	NA	NA
623	111	208	1910	780	995
624	344	164	1911	1380	893
625	138	167	1912	845	897
626	690	327	1913	NA	1336
627	913	38	1914	NA	633
628	942	4	1918	NA	515
629	689	659	1919	NA	1978
630	977	969	1920	NA	NA
631	894	912	1924	NA	NA
632	892	923	1926	NA	NA
633	915	929	1930	NA	NA
634	910	934	1933	NA	NA
635	910	934	1934	NA	NA
636	910	934	1935	NA	NA
637	918	924	1940	NA	NA
638	918	924	1941	NA	NA
639	894	912	1944	NA	NA
640	894	912	1945	NA	NA
641	928	927	1947	NA	NA
642	928	927	1948	NA	NA
643	930	937	1949	NA	NA
644	935	900	1950	NA	NA
645	1055	941	1953	NA	NA
646	968	916	1957	NA	NA
647	952	328	1958	NA	1338
648	973	974	1959	NA	NA
649	973	974	1960	NA	NA
650	965	327	1961	NA	1336
651	966	106	1962	NA	NA
652	967	646	1963	NA	1957
653	975	333	1965	NA	1351
654	1018	1029	1967	NA	NA
655	1018	1029	NA	NA	NA
656	932	640	1971	NA	1945
657	971	39	1974	NA	636
658	959	645	1975	NA	1953
659	931	940	1978	NA	NA
660	931	940	1979	NA	NA
661	931	940	1980	NA	NA
662	942	4	1981	NA	515
663	970	972	1982	NA	NA
664	963	980	1983	NA	NA
665	978	329	1984	NA	1339
666	0	0	1997	NA	NA
667	0	0	NA	NA	NA
668	0	0	NA	NA	NA
669	0	0	NA	NA	NA
670	0	0	NA	NA	NA
671	0	0	NA	NA	NA
672	0	0	NA	NA	NA
673	0	0	NA	NA	NA
674	0	0	NA	NA	NA
675	0	0	NA	NA	NA
676	0	0	NA	NA	NA
677	0	0	NA	NA	NA
678	0	0	NA	NA	NA
679	0	0	NA	NA	NA
680	0	0	NA	NA	NA
681	0	0	NA	NA	NA
682	0	0	NA	NA	NA
683	0	0	NA	NA	NA
684	0	0	NA	NA	NA
685	0	0	NA	NA	NA
686	0	0	NA	NA	NA
687	0	0	NA	NA	NA
688	0	0	NA	NA	NA
689	0	0	NA	NA	NA
690	0	0	NA	NA	NA
691	0	0	NA	NA	NA
692	0	0	NA	NA	NA
693	0	0	NA	NA	NA
694	0	0	NA	NA	NA
695	0	0	NA	NA	NA
696	0	0	NA	NA	NA
697	0	0	NA	NA	NA
698	0	0	NA	NA	NA
699	0	0	NA	NA	NA
700	0	0	NA	NA	NA
701	0	0	NA	NA	NA
702	0	0	NA	NA	NA
703	0	0	NA	NA	NA
704	0	0	NA	NA	NA
705	0	0	NA	NA	NA
706	0	0	NA	NA	NA
707	0	0	NA	NA	NA
708	0	0	NA	NA	NA
709	0	0	NA	NA	NA
710	0	0	NA	NA	NA
711	0	0	NA	NA	NA
712	0	0	NA	NA	NA
713	0	0	NA	NA	NA
714	0	0	NA	NA	NA
715	0	0	NA	NA	NA
716	0	0	NA	NA	NA
717	0	0	NA	NA	NA
718	0	0	NA	NA	NA
719	0	0	NA	NA	NA
720	0	0	NA	NA	NA
721	0	0	NA	NA	NA
722	0	0	NA	NA	NA
723	0	0	NA	NA	NA
724	0	0	NA	NA	NA
725	0	0	NA	NA	NA
726	0	0	NA	NA	NA
727	0	0	NA	NA	NA
728	0	0	NA	NA	NA
729	0	0	NA	NA	NA
730	0	0	NA	NA	NA
731	0	0	NA	NA	NA
732	0	0	NA	NA	NA
733	0	0	NA	NA	NA
734	0	0	NA	NA	NA
735	0	0	NA	NA	NA
736	0	0	NA	NA	NA
737	0	0	NA	NA	NA
738	0	0	NA	NA	NA
739	0	0	NA	NA	NA
740	0	0	NA	NA	NA
741	0	0	NA	NA	NA
742	0	0	NA	NA	NA
743	0	0	NA	NA	NA
744	0	0	NA	NA	NA
745	0	0	NA	NA	NA
746	0	0	NA	NA	NA
747	0	0	NA	NA	NA
748	0	0	NA	NA	NA
749	0	0	NA	NA	NA
750	0	0	NA	NA	NA
751	0	0	NA	NA	NA
752	0	0	NA	NA	NA
753	0	0	NA	NA	NA
754	0	0	NA	NA	NA
755	0	0	NA	NA	NA
756	0	0	NA	NA	NA
757	0	0	NA	NA	NA
758	0	0	NA	NA	NA
759	0	0	NA	NA	NA
760	0	0	NA	NA	NA
761	0	0	NA	NA	NA
762	0	0	NA	NA	NA
763	0	0	NA	NA	NA
764	0	0	NA	NA	NA
765	0	0	NA	NA	NA
766	0	0	NA	NA	NA
767	0	0	NA	NA	NA
768	0	0	NA	NA	NA
769	0	0	NA	NA	NA
770	0	0	NA	NA	NA
771	0	0	NA	NA	NA
772	0	0	NA	NA	NA
773	0	0	NA	NA	NA
774	0	0	NA	NA	NA
775	0	0	NA	NA	NA
776	0	0	NA	NA	NA
777	0	0	NA	NA	NA
778	0	0	NA	NA	NA
779	0	0	NA	NA	NA
780	0	0	NA	NA	NA
781	0	0	NA	NA	NA
782	0	0	NA	NA	NA
783	0	0	NA	NA	NA
784	0	0	NA	NA	NA
785	0	0	NA	NA	NA
786	0	0	NA	NA	NA
787	0	0	NA	NA	NA
788	0	0	NA	NA	NA
789	0	0	NA	NA	NA
790	0	0	NA	NA	NA
791	0	0	NA	NA	NA
792	0	0	NA	NA	NA
793	0	0	NA	NA	NA
794	0	0	NA	NA	NA
795	0	0	NA	NA	NA
796	0	0	NA	NA	NA
797	0	0	NA	NA	NA
798	0	0	NA	NA	NA
799	0	0	NA	NA	NA
800	0	0	NA	NA	NA
801	0	0	NA	NA	NA
802	0	0	NA	NA	NA
803	0	0	NA	NA	NA
804	0	0	NA	NA	NA
805	0	0	NA	NA	NA
806	0	0	NA	NA	NA
807	0	0	NA	NA	NA
808	0	0	NA	NA	NA
809	0	0	NA	NA	NA
810	0	0	NA	NA	NA
811	0	0	NA	NA	NA
812	0	0	NA	NA	NA
813	0	0	NA	NA	NA
814	0	0	NA	NA	NA
815	0	0	NA	NA	NA
816	0	0	NA	NA	NA
817	0	0	NA	NA	NA
818	0	0	NA	NA	NA
819	0	0	NA	NA	NA
820	0	0	NA	NA	NA
821	0	0	NA	NA	NA
822	0	0	NA	NA	NA
823	0	0	NA	NA	NA
824	0	0	NA	NA	NA
825	0	0	NA	NA	NA
826	0	0	NA	NA	NA
827	0	0	NA	NA	NA
828	0	0	NA	NA	NA
829	0	0	NA	NA	NA
830	0	0	NA	NA	NA
831	0	0	NA	NA	NA
832	0	0	NA	NA	NA
833	0	0	NA	NA	NA
834	0	0	NA	NA	NA
835	0	0	NA	NA	NA
836	0	0	NA	NA	NA
837	0	0	NA	NA	NA
838	0	0	NA	NA	NA
839	0	0	NA	NA	NA
840	0	0	NA	NA	NA
841	0	0	NA	NA	NA
842	0	0	NA	NA	NA
843	0	0	NA	NA	NA
844	0	0	NA	NA	NA
845	0	0	NA	NA	NA
846	0	0	NA	NA	NA
847	0	0	NA	NA	NA
848	0	0	NA	NA	NA
849	0	0	NA	NA	NA
850	0	0	NA	NA	NA
851	0	0	NA	NA	NA
852	0	0	NA	NA	NA
853	0	0	NA	NA	NA
854	0	0	NA	NA	NA
855	0	0	NA	NA	NA
856	0	0	NA	NA	NA
857	0	0	NA	NA	NA
858	0	0	NA	NA	NA
859	0	0	NA	NA	NA
860	0	0	NA	NA	NA
861	0	0	NA	NA	NA
862	0	0	NA	NA	NA
863	0	0	NA	NA	NA
864	0	0	NA	NA	NA
865	0	0	NA	NA	NA
866	0	0	NA	NA	NA
867	0	0	NA	NA	NA
868	0	0	NA	NA	NA
869	0	0	NA	NA	NA
870	0	0	NA	NA	NA
871	0	0	NA	NA	NA
872	0	0	NA	NA	NA
873	0	0	NA	NA	NA
874	0	0	NA	NA	NA
875	0	0	NA	NA	NA
876	0	0	NA	NA	NA
877	0	0	NA	NA	NA
878	0	0	NA	NA	NA
879	0	0	NA	NA	NA
880	0	0	NA	NA	NA
881	0	0	NA	NA	NA
882	0	0	NA	NA	NA
883	0	0	NA	NA	NA
884	0	0	NA	NA	NA
885	0	0	NA	NA	NA
886	0	0	NA	NA	NA
887	0	0	NA	NA	NA
888	0	0	NA	NA	NA
889	0	0	NA	NA	NA
890	0	0	NA	NA	NA
891	0	0	NA	NA	NA
892	0	0	NA	NA	NA
893	0	0	NA	NA	NA
894	0	0	NA	NA	NA
895	0	0	NA	NA	NA
896	0	0	NA	NA	NA
897	0	0	NA	NA	NA
898	0	0	NA	NA	NA
899	0	0	NA	NA	NA
900	0	0	NA	NA	NA
901	0	0	NA	NA	NA
902	0	0	NA	NA	NA
903	0	0	NA	NA	NA
904	0	0	NA	NA	NA
905	0	0	NA	NA	NA
906	0	0	NA	NA	NA
907	0	0	NA	NA	NA
908	0	0	NA	NA	NA
909	0	0	NA	NA	NA
910	0	0	NA	NA	NA
911	0	0	NA	NA	NA
912	0	0	NA	NA	NA
913	0	0	NA	NA	NA
914	0	0	NA	NA	NA
915	0	0	NA	NA	NA
916	0	0	NA	NA	NA
917	0	0	NA	NA	NA
918	0	0	NA	NA	NA
919	0	0	NA	NA	NA
920	0	0	NA	NA	NA
921	0	0	NA	NA	NA
922	0	0	NA	NA	NA
923	0	0	NA	NA	NA
924	0	0	NA	NA	NA
925	0	0	NA	NA	NA
926	0	0	NA	NA	NA
927	0	0	NA	NA	NA
928	0	0	NA	NA	NA
929	0	0	NA	NA	NA
930	0	0	NA	NA	NA
931	0	0	NA	NA	NA
932	0	0	NA	NA	NA
933	0	0	NA	NA	NA
934	0	0	NA	NA	NA
935	0	0	NA	NA	NA
936	0	0	NA	NA	NA
937	0	0	NA	NA	NA
938	0	0	NA	NA	NA
939	0	0	NA	NA	NA
940	0	0	NA	NA	NA
941	0	0	NA	NA	NA
942	0	0	NA	NA	NA
943	0	0	NA	NA	NA
944	0	0	NA	NA	NA
945	0	0	NA	NA	NA
946	0	0	NA	NA	NA
947	0	0	NA	NA	NA
948	0	0	NA	NA	NA
